Answer,Person,Specific Type,General Type
meninges,0,Anatomical structure,"medicine,anatomical structure"
measles,0,Disease or medical condition,"medicine,disease"
william_stanley_jevons,1,Economist,
flannery_o'connor,1,Novelist,
hippolyta,0,Theater Character,"theater,theater character"
bacchus_and_ariadne,0,Italian Renaissance Artwork,
enantioselective_reduction_of_ketones,0,,
grinling_gibbons,1,Deceased Person,"people,deceased person"
john_philip_sousa,1,Composer,"music,composer"
hiram_powers,1,Sculpture Artist,
geography_of_cambodia,0,,
sargon_of_akkad,1,Monarch,"royalty,monarch"
hijab,0,Garment,"fashion,garment"
robert_penn_warren,1,Novelist,
gila_river,0,River,"geography,river"
conversion_on_the_way_to_damascus,0,Painting Artwork,
jacques_cartier,1,Explorer,
guadalajara,0,,
adsorption,0,,
humbaba,0,Book Character,"book,book character"
aldol_condensation,0,,
afternoon_of_a_faun_(nijinsky),0,,
susan_b._anthony,1,Women's rights activist,
the_idiot,0,Novel,
brancacci_chapel,0,Christianity,
chloroform,0,Chemical Compound,"chemistry,chemical compound"
october_manifesto,0,Written Work,"book,written work"
william_lloyd_garrison,1,Peace activist,
mengistu_haile_mariam,1,Politician,"government,politician"
charles_willson_peale,1,Painting Artist,
geography_of_hungary,0,,
mercury_(element),0,Chemical Element,"chemistry,chemical element"
behaviorism,0,Field of study,"education,field of study"
july_revolution,0,Event,"time,event"
marprelate_controversy,0,,
lugus,0,Deity,"religion,deity"
chelation_therapy,0,,
dolly_(sheep),0,Female Animal,
bay_of_fundy,0,Body Of Water,"geography,body of water"
elementary_particle,0,,
lake_nicaragua,0,Lake,"geography,lake"
loving_v._virginia,0,Legal case,"law,legal case"
gotland,0,Geographical Feature,"geography,geographical feature"
norbert_elias,1,Author,"book,author"
george_berkeley,1,Philosopher,
pupa,0,,
friedrich_engels,1,Philosopher,
gang_of_four,0,Organization,"organization,organization"
string_quintet_(schubert),0,,
the_martyrdom_of_saint_matthew_(caravaggio),0,Painting Artwork,
arthur_rimbaud,1,Poet,
sergei_rachmaninoff,1,Chamber Artist,
meiji_restoration,0,,
aristophanes,1,,
beyond_good_and_evil,0,,
kuru_(disease),0,Disease or medical condition,"medicine,disease"
organometallic_chemistry,0,Award-Winning Work,"award,award winning work"
sudan,0,Country,"location,country"
comoros,0,Country,"location,country"
branchiopoda,0,Biological Class,
glaucus_(son_of_sisyphus),0,,
on_the_road_(film),0,Drama Film,
an_essay_on_the_principle_of_population,0,Book,"book,book"
winston_churchill,1,Statesman,
walter_gropius,1,Architect,"architecture,architect"
opium,0,Drug,"medicine,drug"
trypsin,0,Prescription drug,
duns_scotus,1,Philosopher,
the_incoherence_of_the_philosophers,0,Book,"book,book"
jerusalem,0,City/Town/Village,"location,citytown"
joseph_(son_of_jacob),0,,
benito_mussolini,1,Military Commander,"military,military commander"
buffer_overflow,0,,
merrimack_river,0,River,"geography,river"
yom_kippur,0,,
purgatory,0,Literature Subject,"book,book subject"
wake_island,0,,
william_the_conqueror,1,Monarch,"royalty,monarch"
battle_of_trafalgar,0,Military Conflict,"military,military conflict"
john_knox,1,Founding Figure,"religion,founding figure"
gram_staining,0,Invention,"law,invention"
dave_eggers,1,Novelist,
edvard_munch,1,Painting Artist,
zambezi,0,River,"geography,river"
tractatus_theologico-politicus,0,Book,"book,book"
purkinje_cell,0,Anatomical structure,"medicine,anatomical structure"
dante_symphony,0,Choral symphony,
elias_james_corey,1,Chemist,
adamantium,0,Material in fiction,"fictional universe,fictional substance"
diabetes_insipidus,0,Disease or medical condition,"medicine,disease"
vanuatu,0,Country,"location,country"
night_on_bald_mountain,0,,
gas_constant,0,Literature Subject,"book,book subject"
les_troyens,0,Opera,"opera,opera"
zakat,0,Religious Practice,"religion,religious practice"
charles_mingus,1,Bandleader,
judah_(biblical_person),0,,
three-body_problem,0,,
young_hegelians,0,,
lollardy,0,,
songhai_empire,0,Location,"location,location"
zinc,0,Chemical Element,
palenque,0,World Heritage Site,
niacin,0,Nutrient,"food,nutrient"
sennacherib,1,Deceased Person,"people,deceased person"
john_kenneth_galbraith,1,Novelist,
alfred_binet,1,Psychologist,
daniel,1,Prophet,
alberta,0,Canadian Province,"location,province"
thorstein_veblen,1,Economist,
an_essay_on_man,0,Book,"book,book"
bleach,0,Comic Book Series,"comic books,comic book series"
capillary,0,Anatomical structure,"medicine,anatomical structure"
william_mckinley,1,US President,"government,us president"
josiah_royce,1,Philosopher,
gog_and_magog,0,Literature Subject,"book,book subject"
john_marshall,1,U.S. Congressperson,"government,u s congressperson"
johannes_stark,1,Physicist,
dies_irae,0,Composition,"music,composition"
krzysztof_penderecki,1,20th century classical Artist,
rudyard_kipling,1,Novelist,
samuel_de_champlain,1,Politician,"government,politician"
nuclear_fusion,0,Field of study,"education,field of study"
giorgione,1,Painting Artist,
william_makepeace_thackeray,1,Novelist,
david_smith_(sculptor),1,Sculpture Artist,
john_dryden,1,Dramatist,
aouzou_strip,0,Location,"location,location"
caffeine,0,Chemical Compound,
la_strada,0,Drama Film,
malaria,0,Disease or medical condition,"medicine,disease"
breccia,0,Rock type,"geology,rock type"
jonah,1,Prophet,
thunder_bay,0,City/Town/Village,"location,citytown"
maxim_gorky,1,Dramatist,
beta_ray_bill,0,Comic Book Character,"comic books,comic book character"
capacitor,0,Invention,"law,invention"
synoptic_gospels,0,,
equipartition_theorem,0,,
charles_sumner,1,U.S. Congressperson,"government,u s congressperson"
rwenzori_mountains,0,Mountain range,"geography,mountain range"
"thebes,_greece",0,,
gibbs_paradox,0,,
gettier_problem,0,,
themis,0,Deity,"religion,deity"
beta_oxidation,0,,
the_art_of_loving,0,Book,"book,book"
trevi_fountain,0,Baroque Structure,
manu_(hinduism),1,Man,
shakespeare's_sonnets,0,Short Story,"book,short story"
whig_party_(united_states),0,,
richard_rorty,1,Philosopher,
deism,0,Religion,"religion,religion"
polymerase_chain_reaction,0,Invention,"law,invention"
king_lear,1,Pitcher,
erik_erikson,1,Psychologist,
escherichia_coli,0,Biological Species,
orphism_(religion),0,,
promoter_(genetics),0,,
pendulum_(mathematics),0,,
clayton_antitrust_act,0,Written Work,"book,written work"
irving_langmuir,1,Scientist,
cooperativity,0,,
scheduling_(computing),0,,
pomp_and_circumstance_marches,0,Composition,"music,composition"
perseus_with_the_head_of_medusa,0,,
philosophical_investigations,0,Book,"book,book"
neoplatonism,0,,
plasmodium,0,Biological Genus,
missouri_river,0,River,"geography,river"
padua,0,Italian comune,"location,it comune"
spontaneous_symmetry_breaking,0,,
coelacanth,0,Biological Order,
ribozyme,0,Protein,"biology,protein"
hugo_grotius,1,Philosopher,
william_byrd,1,Composer,"music,composer"
falklands_war,0,Military Conflict,"military,military conflict"
francis_galton,1,Statistician,
dragon,0,Mascot,"sports,mascot"
methadone,0,Analgesic Drug,
the_frogs,0,Play,"theater,play"
serenade,0,Composition type,"music,compositional form"
azerbaijan,0,Country,"location,country"
spallation,0,,
surrealism,0,Art Period/Movement,"visual art,art period movement"
nicolas_poussin,1,Painting Artist,
humphry_davy,1,Chemist,
muskrat,1,Singer,
sodium,0,Chemical Element,
summary_judgment,0,,
two_treatises_of_government,0,Treatise,
total_internal_reflection,0,,
baal,0,Deity,"religion,deity"
theses_on_feuerbach,0,Book,"book,book"
fathers_and_sons_(novel),0,Political Book,
supersymmetry,0,,
tympanic_membrane_retraction,0,Disease or medical condition,"medicine,disease"
the_structure_of_scientific_revolutions,0,Book,"book,book"
genetic_linkage,0,,
sunset_boulevard_(film),0,Film noir Film,
histidine,0,Amino Acid,"biology,amino acid"
the_infinity_gauntlet,0,Comic Book Series,"comic books,comic book series"
nehemiah,1,Man,
namibia,0,Country,"location,country"
adam_smith,1,Philosopher,
the_sociological_imagination,0,Sociology Book,
true_cross,1,Costume Designer,
sn2_reaction,0,,
west_nile_virus,0,Disease cause,"medicine,disease cause"
arthur_conan_doyle,1,Novelist,
maya_angelou,1,Dramatist,
harp,0,Musical instrument,"music,instrument"
david_foster_wallace,1,Novelist,
kaposi's_sarcoma,0,Disease or medical condition,"medicine,disease"
polychlorinated_dibenzodioxins,0,,
giordano_bruno,1,Philosopher,
aerodynamic_drag,0,,
nosferatu,1,Athlete,"sports,pro athlete"
israel_in_egypt,0,,
igneous_rock,0,Rock type,"geology,rock type"
epicurus,1,Philosopher,
hermes,0,Deity,"religion,deity"
gullah,0,Ethnicity,"people,ethnicity"
gathas,0,,
autism_spectrum,0,,
roy_lichtenstein,1,Painting Artist,
finland,0,Country,"location,country"
copper,0,Chemical Element,"chemistry,chemical element"
the_flying_dutchman_(opera),0,,
philip_glass,1,Minimalist Artist,
family_resemblance,0,,
hydrogen_atom,0,,
fibonacci_number,0,Literature Subject,"book,book subject"
amyotrophic_lateral_sclerosis,0,Disease or medical condition,"medicine,disease"
protein_sequencing,0,,
the_lark_ascending,0,Composition,"music,composition"
albert_camus,1,Novelist,
polycyclic_aromatic_hydrocarbon,0,Chemical Classification,"chemistry,chemical classification"
baryon,0,Subatomic particle family,"physics,particle family"
salween_river,0,River,"geography,river"
the_firebird,0,,
infectious_mononucleosis,0,Disease or medical condition,"medicine,disease"
notch_signaling_pathway,0,,
aggregate_demand,0,,
kalki,0,Deity,"religion,deity"
sense_and_sensibility,0,Romance Film,
lord's_resistance_army,0,Organization,"organization,organization"
isoprene,0,Chemical Compound,"chemistry,chemical compound"
hamiltonian_(quantum_mechanics),0,,
whore_of_babylon,0,Fictional Character,"fictional universe,fictional character"
salisbury_cathedral,0,English Gothic Structure,
first_continental_congress,0,Legislative session,"government,legislative session"
k2,1,Composer,"music,composer"
howard_carter,1,Egyptologist,
nestorius,1,Physician,
cameroon,0,Country,"location,country"
yellow_submarine_(film),0,Musical comedy Film,
full_faith_and_credit_clause,0,,
flute,0,Musical instrument,"music,instrument"
salmon,0,Ingredient,"food,ingredient"
perturbation_theory_(quantum_mechanics),0,,
daphne,0,Biological Genus,
eskimo,1,Psychedelic trance Artist,
geryon,1,Lyricist,"music,lyricist"
joseph_stiglitz,1,Economist,
the_celebrated_jumping_frog_of_calaveras_county,0,Short Story,"book,short story"
akhenaten,1,Monarch,"royalty,monarch"
the_gross_clinic,0,Genre Painting,
equivalence_principle,0,,
azimuth,0,,
sign_of_the_cross,0,,
refractive_index,0,,
zhou_dynasty,0,Royal line,"royalty,royal line"
forseti,0,Deity,"religion,deity"
hokkaido,0,Japanese prefecture,"location,jp prefecture"
beta_decay,0,Radioactive decay mode,"chemistry,radioactive decay mode"
robert_mapplethorpe,1,Photographer,
church_of_the_holy_sepulchre,0,Church,
euthyphro,1,Person,"people,person"
vistula,0,River,"geography,river"
samuel_butler_(novelist),1,Novelist,
cholera,0,Disease or medical condition,"medicine,disease"
the_bluest_eye,0,Novel,
shylock,0,Theater Character,"theater,theater character"
"john_forbes_nash,_jr.",1,Mathematician,
far_side_of_the_moon,0,Extraterrestrial location,"astronomy,extraterrestrial location"
flight_into_egypt,0,Art Subject,"visual art,art subject"
isamu_noguchi,1,Sculpture Artist,
transactional_analysis,0,,
thuringia,0,German state,"location,de state"
four_noble_truths,0,Belief,"religion,belief"
gospel,0,,
fugacity,0,,
truman_capote,1,Novelist,
albert_b._fall,1,U.S. Congressperson,"government,u s congressperson"
civil_disobedience_(thoreau),0,,
transpiration,0,,
ray_bradbury,1,Writer,
henry_cowell,1,Composer,"music,composer"
robert_barro,1,Professor,
tobias_smollett,1,Novelist,
the_day_of_the_locust,0,Drama Film,
vulcan_(hypothetical_planet),0,,
gottlob_frege,1,Philosopher,
persian_gulf,0,,
urea_cycle,0,,
hippocampus,0,Brain Structure,"medicine,brain"
arthur_jensen,1,Psychologist,
geography_of_cuba,0,,
rostam,0,Book Character,"book,book character"
critique_of_pure_reason,0,Philosophy Book,
asthma,0,Disease or medical condition,"medicine,disease"
carpus,0,Anatomical structure,"medicine,anatomical structure"
thomas_merton,1,Writer,
the_glass_bead_game,0,Novel,
five_pillars_of_islam,0,,
tennessee,0,US State,"location,us state"
appalachian_spring,0,Ballet,
esophagus,0,Anatomical structure,"medicine,anatomical structure"
social_contract,0,Literature Subject,"book,book subject"
barabbas,1,Person Or Being In Fiction,"fictional universe,person in fiction"
discriminant,0,,
la_fanciulla_del_west,0,Opera,"opera,opera"
attitude_(psychology),0,Quotation Subject,"media common,quotation subject"
kind_of_blue,0,Jazz Album,
gospel_of_john,0,Religious Text,"religion,religious text"
laos,0,Country,"location,country"
pituitary_gland,0,Anatomical structure,"medicine,anatomical structure"
ancient_corinth,0,,
the_last_judgment_(michelangelo),0,Italian Renaissance Artwork,
the_barque_of_dante,0,Romanticism Artwork,
bone_marrow,0,Anatomical structure,"medicine,anatomical structure"
marshall_sahlins,1,Anthropologist,
sabines,0,,
bile,0,Biofluid,"medicine,biofluid"
ian_paisley,1,Politician,"government,politician"
comparator,0,,
g_protein,0,,
biomass_(ecology),0,,
endowment_effect,0,,
nash_equilibrium,0,,
andromache,0,Theater Character,"theater,theater character"
the_metamorphosis,0,Absurdist Fiction Book,
the_daughters_of_edward_darley_boit,0,Genre Painting,
portugal,0,Country,"location,country"
imperialism,0,Film subject,"film,film subject"
katherine_anne_porter,1,Novelist,
ecclesiastes,0,Religious Text,"religion,religious text"
ethylene,0,Chemical Compound,"chemistry,chemical compound"
defence_mechanisms,0,Literature Subject,"book,book subject"
toledo_cathedral,0,Gothic Structure,
sonnets_from_the_portuguese,0,Book,"book,book"
janus,0,Deity,"religion,deity"
the_mayor_of_casterbridge,0,,
michael_haydn,1,Composer,"music,composer"
ernst_mayr,1,Biologist,
neutron,0,Baryon,
council_of_chalcedon,0,Organization,"organization,organization"
barbara_mcclintock,1,Academic,"education,academic"
humber,0,,
prague,0,City/Town/Village,"location,citytown"
eugene_onegin_(opera),0,Opera,"opera,opera"
cumberland_river,0,River,"geography,river"
casimir_effect,0,,
mordred,1,Musician,
margaret_thatcher,1,Statesman,
hyperventilation,0,Symptom,"medicine,symptom"
tay-sachs_disease,0,,
anne_bradstreet,1,Writer,
gilles_deleuze,1,Philosopher,
howl,0,Poem,"book,poem"
speak_no_evil,0,,
azeotrope,0,,
raney_nickel,0,Chemical Compound,"chemistry,chemical compound"
great_expectations,0,Novel,
manhattan_(film),0,Romantic comedy Film,
roland_barthes,1,Philosopher,
sparta,0,,
cud,0,,
easter,0,Holiday,"time,holiday"
arrhenius_equation,0,,
zoroaster,1,Founding Figure,"religion,founding figure"
lewis_terman,1,Psychologist,
autonomous_region_of_bougainville,0,Location,"location,location"
fenrir,0,Literature Subject,"book,book subject"
the_portrait_of_a_lady,0,Feminist Film,
flux,0,,
protagoras,1,Philosopher,
walrus,0,Biological Species,
south_china_sea,0,Sea,
bowling_alone,0,,
triceratops,1,Alternative Artist,
vienna_standard_mean_ocean_water,0,,
edgar_degas,1,Painting Artist,
summa_theologica,0,Book,"book,book"
nicaragua,0,Country,"location,country"
henrik_ibsen,1,Dramatist,
toyotomi_hideyoshi,1,Daimyo,
the_descent_from_the_cross_(van_der_weyden),0,,
petrified_forest_national_park,0,National park,
nuclear_magnetic_resonance,0,,
andromeda_(mythology),0,Film character,"film,film character"
metamorphoses,0,Book,"book,book"
phobos_(moon),0,Moon,"astronomy,moon"
critical_mass,0,,
spellbound_(1945_film),0,,
first_crusade,0,Military Conflict,"military,military conflict"
maxwell's_equations,0,,
empire_state_building,0,Art Deco Structure,
diwali,0,Holiday,"time,holiday"
battle_of_blenheim,0,Military Conflict,"military,military conflict"
yalu_river,0,River,"geography,river"
jet_stream,0,,
bankruptcy,0,Organization termination type,"business,company termination type"
septuagint,0,Book,"book,book"
kokopelli,0,Deity,"religion,deity"
oliver_cromwell,1,Military Commander,"military,military commander"
salmon_p._chase,1,U.S. Congressperson,"government,u s congressperson"
paul_cezanne,0,,
bathsheba,1,Person Or Being In Fiction,"fictional universe,person in fiction"
treaty_of_tordesillas,0,,
grammatical_gender,0,,
lena_river,0,River,"geography,river"
boiling_point,0,,
brewster's_angle,0,,
des_moines_river,0,River,"geography,river"
ketone,0,Chemical Classification,"chemistry,chemical classification"
twyla_tharp,1,Dancer,
salton_sea,0,Body Of Water,"geography,body of water"
