link,allcount,intext,QANTA,IR_Wiki,train,test
afternoon_of_a_faun_(nijinsky),9,0,0,9,9,0
susan_b._anthony,69,0,38,31,69,0
the_idiot,251,0,187,64,238,13
brancacci_chapel,7,0,0,7,7,0
chloroform,24,0,0,24,24,0
the_tribute_money_(masaccio),2,0,0,2,2,0
october_manifesto,127,0,118,9,121,6
william_lloyd_garrison,170,6,101,63,164,6
mengistu_haile_mariam,8,0,0,8,8,0
charles_willson_peale,3,0,0,3,3,0
geography_of_hungary,5,0,0,5,5,0
mercury_(element),93,0,48,45,93,0
behaviorism,25,0,0,25,25,0
july_revolution,176,0,155,21,171,5
marprelate_controversy,2,0,0,2,2,0
lugus,6,0,0,6,6,0
chelation_therapy,4,0,0,4,4,0
dolly_(sheep),1,0,0,1,1,0
the_descent_from_the_cross_,1,0,0,1,0,1
bay_of_fundy,14,0,0,14,14,0
elementary_particle,57,0,0,57,53,4
lake_nicaragua,3,0,0,3,3,0
loving_v._virginia,1,0,0,1,1,0
sicilian_expedition,3,3,0,0,3,0
gotland,4,0,0,4,4,0
norbert_elias,17,0,0,17,14,3
george_berkeley,231,0,139,92,224,7
pupa,4,0,0,4,4,0
friedrich_engels,39,2,0,37,36,3
gang_of_four,88,0,83,5,84,4
somerset_maugham,19,0,4,15,0,19
a_letter_concerning_toleration,6,0,0,6,6,0
the_martyrdom_of_saint_matthew_(caravaggio),1,0,0,1,1,0
arthur_rimbaud,205,0,112,93,191,14
jan_hus,4,4,0,0,4,0
sergei_rachmaninoff,11,0,0,11,10,1
meiji_restoration,169,0,140,29,164,5
aristophanes,17,0,0,17,17,0
beyond_good_and_evil,156,1,129,26,153,3
kuru_(disease),4,0,0,4,4,0
s_men,4,0,1,3,0,4
organometallic_chemistry,10,0,0,10,8,2
sudan,13,0,0,13,13,0
comoros,12,0,0,12,12,0
branchiopoda,1,0,0,1,1,0
glaucus_(son_of_sisyphus),36,0,0,36,36,0
count_of_cavour,4,0,1,3,0,4
sherlock_holmes,2,2,0,0,2,0
on_the_road_(film),1,0,0,1,1,0
an_essay_on_the_principle_of_population,120,0,0,120,115,5
winston_churchill,599,2,96,501,579,20
walter_gropius,4,0,0,4,4,0
opium,12,0,0,12,12,0
trypsin,17,0,0,17,17,0
robert_capa,4,4,0,0,4,0
duns_scotus,38,0,0,38,36,2
the_incoherence_of_the_philosophers,1,0,0,1,1,0
jerusalem,46,0,0,46,46,0
joseph_(son_of_jacob),72,0,0,72,72,0
edmund_white,1,1,0,0,0,1
benito_mussolini,563,1,175,387,536,27
buffer_overflow,5,0,0,5,5,0
damping,26,0,0,26,26,0
yom_kippur,187,4,121,62,184,3
purgatory,66,0,0,66,66,0
wake_island,9,0,0,9,9,0
william_the_conqueror,326,2,135,189,309,17
battle_of_trafalgar,155,0,98,57,150,5
john_knox,53,0,0,53,51,2
gram_staining,1,0,0,1,1,0
dave_eggers,2,0,0,2,2,0
edvard_munch,6,0,0,6,6,0
zambezi,184,0,137,47,184,0
tractatus_theologico-politicus,151,0,133,18,151,0
purkinje_cell,6,0,0,6,6,0
dante_symphony,9,0,0,9,9,0
elias_james_corey,52,0,0,52,50,2
adamantium,1,0,0,1,1,0
diabetes_insipidus,26,0,0,26,26,0
the_weary_blues,6,6,0,0,6,0
vanuatu,31,0,0,31,31,0
night_on_bald_mountain,14,0,0,14,14,0
gas_constant,43,18,0,25,43,0
south_african,4,4,0,0,3,1
les_troyens,19,0,0,19,19,0
zakat,2,0,0,2,2,0
charles_mingus,2,0,0,2,2,0
judah_(biblical_person),8,0,0,8,8,0
three-body_problem,6,0,0,6,6,0
young_hegelians,8,0,0,8,7,1
lollardy,73,0,46,27,73,0
songhai_empire,179,0,133,46,171,8
zinc,139,0,0,139,139,0
palenque,17,0,0,17,17,0
niacin,192,0,87,105,192,0
sennacherib,19,0,0,19,19,0
john_kenneth_galbraith,172,0,75,97,164,8
alfred_binet,5,0,0,5,5,0
daniel,124,0,89,35,124,0
alberta,39,0,0,39,39,0
the_innocents_abroad,2,2,0,0,2,0
thorstein_veblen,201,2,138,61,190,11
an_essay_on_man,5,0,0,5,5,0
confederate_states_of_america,1,1,0,0,1,0
capillary,35,0,0,35,35,0
second_crusade,4,4,0,0,4,0
josiah_royce,168,0,147,21,160,8
gog_and_magog,59,0,0,59,58,1
john_marshall,217,2,72,143,210,7
johannes_stark,4,0,0,4,4,0
dies_irae,2,0,0,2,2,0
krzysztof_penderecki,2,0,0,2,2,0
rudyard_kipling,712,0,154,558,682,30
samuel_de_champlain,176,2,91,83,170,6
nuclear_fusion,71,0,0,71,68,3
giorgione,5,0,0,5,5,0
william_makepeace_thackeray,242,0,114,128,234,8
and_utopia,8,4,2,2,3,5
david_smith_(sculptor),3,0,0,3,3,0
john_dryden,248,0,166,82,240,8
aouzou_strip,2,0,0,2,2,0
caffeine,59,0,0,59,59,0
british_columbia,3,3,0,0,2,1
la_strada,17,0,0,17,16,1
malaria,100,0,47,53,100,0
breccia,1,0,0,1,1,0
jonah,160,0,110,50,160,0
thunder_bay,5,0,0,5,5,0
maxim_gorky,275,0,161,114,265,10
beta_ray_bill,21,0,0,21,21,0
capacitor,183,0,85,98,183,0
synoptic_gospels,2,0,0,2,2,0
equipartition_theorem,248,0,0,248,245,3
charles_sumner,318,7,94,217,307,11
canary_islands,3,3,0,0,3,0
rwenzori_mountains,3,0,0,3,3,0
army_of_the_potomac,4,4,0,0,4,0
"thebes,_greece",87,0,57,30,87,0
gibbs_paradox,43,2,0,41,43,0
gettier_problem,15,0,0,15,14,1
themis,8,0,0,8,8,0
beta_oxidation,32,0,0,32,31,1
the_art_of_loving,2,0,0,2,2,0
vitamin_deficiency,3,3,0,0,3,0
trevi_fountain,1,0,0,1,1,0
manu_(hinduism),5,0,0,5,5,0
shakespeare's_sonnets,8,0,0,8,8,0
whig_party_(united_states),144,0,94,50,144,0
richard_rorty,80,3,0,77,79,1
deism,142,0,0,142,142,0
polymerase_chain_reaction,87,0,80,7,84,3
king_lear,45,0,0,45,43,2
erik_erikson,2,0,0,2,2,0
battle_of_ayacucho,173,0,122,51,163,10
escherichia_coli,47,0,24,23,46,1
orphism_(religion),5,0,0,5,5,0
promoter_(genetics),34,0,0,34,34,0
pendulum_(mathematics),4,0,0,4,4,0
clayton_antitrust_act,94,0,77,17,91,3
irving_langmuir,12,0,0,12,12,0
cooperativity,3,0,0,3,3,0
scheduling_(computing),3,0,0,3,3,0
pomp_and_circumstance_marches,6,0,0,6,6,0
perseus_with_the_head_of_medusa,6,0,0,6,6,0
philosophical_investigations,64,0,0,64,62,2
neoplatonism,74,0,0,74,74,0
plasmodium,4,0,0,4,4,0
missouri_river,64,0,0,64,62,2
padua,3,0,0,3,3,0
spontaneous_symmetry_breaking,54,3,0,51,51,3
interaction_potential,1,1,0,0,1,0
ribozyme,17,0,0,17,17,0
hugo_grotius,39,0,0,39,38,1
william_byrd,28,0,0,28,28,0
falklands_war,233,0,120,113,224,9
francis_galton,52,0,0,52,51,1
the_awakening_,6,0,3,3,0,6
dragon,54,0,0,54,54,0
vietnam_war,4,4,0,0,4,0
methadone,12,0,0,12,12,0
the_frogs,187,3,100,84,179,8
serenade,1,0,0,1,1,0
azerbaijan,20,0,0,20,20,0
spallation,3,0,0,3,3,0
surrealism,37,0,0,37,37,0
nicolas_poussin,2,0,0,2,2,0
humphry_davy,6,0,0,6,6,0
muskrat,1,0,0,1,1,0
an_lushan,3,3,0,0,2,1
sodium,39,0,0,39,39,0
summary_judgment,2,0,0,2,2,0
two_treatises_of_government,72,2,0,70,71,1
total_internal_reflection,122,0,103,19,117,5
baal,44,0,0,44,44,0
theses_on_feuerbach,3,0,0,3,3,0
fathers_and_sons_(novel),75,0,25,50,75,0
supersymmetry,116,0,68,48,116,0
three_sisters_,7,0,5,2,0,7
tympanic_membrane_retraction,3,0,0,3,3,0
the_structure_of_scientific_revolutions,111,0,66,45,104,7
genetic_linkage,6,0,0,6,4,2
sunset_boulevard_(film),13,0,0,13,13,0
histidine,76,0,70,6,76,0
the_infinity_gauntlet,1,0,0,1,1,0
nehemiah,1,0,0,1,1,0
namibia,4,0,0,4,4,0
adam_smith,143,6,0,137,136,7
the_sociological_imagination,7,0,0,7,6,1
true_cross,26,3,0,23,25,1
sn2_reaction,20,0,0,20,20,0
west_nile_virus,25,0,0,25,25,0
arthur_conan_doyle,184,0,38,146,180,4
maya_angelou,280,0,123,157,268,12
harp,20,0,0,20,20,0
francisco_i,6,0,3,3,0,6
david_foster_wallace,126,0,62,64,122,4
kaposi's_sarcoma,86,0,80,6,86,0
polychlorinated_dibenzodioxins,5,0,0,5,5,0
giordano_bruno,45,0,0,45,45,0
francis_walsingham,2,2,0,0,2,0
aerodynamic_drag,3,0,0,3,3,0
nosferatu,5,0,0,5,5,0
israel_in_egypt,1,0,0,1,1,0
igneous_rock,4,0,0,4,4,0
epicurus,156,0,98,58,156,0
hermes,489,0,246,243,489,0
gullah,7,0,0,7,7,0
gathas,6,0,0,6,6,0
autism_spectrum,15,0,0,15,15,0
roy_lichtenstein,11,0,0,11,11,0
finland,241,0,122,119,241,0
copper,49,0,0,49,49,0
kalevala_(synopses),159,0,0,159,159,0
philip_glass,18,2,0,16,18,0
family_resemblance,1,0,0,1,1,0
hydrogen_atom,66,5,0,61,62,4
fibonacci_number,12,0,0,12,12,0
amyotrophic_lateral_sclerosis,45,0,0,45,45,0
protein_sequencing,18,0,0,18,16,2
the_lark_ascending,1,0,0,1,1,0
albert_camus,32,2,0,30,31,1
the_quiet_american,5,5,0,0,5,0
reynolds_numbers,1,1,0,0,1,0
baryon,31,0,0,31,31,0
the_trojan_women,1,1,0,0,1,0
salween_river,26,0,0,26,25,1
poynting_vector,116,0,85,31,114,2
james_g,20,2,4,14,2,18
james_a,21,0,7,14,0,21
infectious_mononucleosis,19,0,0,19,18,1
james_k,20,2,8,10,2,18
notch_signaling_pathway,57,0,0,57,51,6
aggregate_demand,17,0,0,17,17,0
kalki,21,0,0,21,21,0
ludovico_ariosto,3,3,0,0,3,0
sense_and_sensibility,228,0,120,108,219,9
lord's_resistance_army,11,0,0,11,11,0
isoprene,7,0,0,7,7,0
hamiltonian_(quantum_mechanics),47,0,0,47,47,0
whore_of_babylon,3,0,0,3,3,0
salisbury_cathedral,4,0,0,4,4,0
first_continental_congress,1,0,0,1,1,0
k2,2,0,0,2,2,0
howard_carter,2,0,0,2,1,1
nestorius,6,0,0,6,6,0
battle_of_tours,7,7,0,0,7,0
cameroon,19,0,0,19,19,0
the_bonfire_of_the_vanities,1,1,0,0,1,0
full_faith_and_credit_clause,1,0,0,1,1,0
flute,6,0,0,6,6,0
salmon,12,0,0,12,12,0
perturbation_theory_(quantum_mechanics),122,0,0,122,122,0
daphne,9,0,0,9,9,0
eskimo,4,0,0,4,4,0
geryon,24,0,0,24,24,0
joseph_stiglitz,39,0,0,39,39,0
the_celebrated_jumping_frog_of_calaveras_county,131,0,119,12,125,6
akhenaten,158,0,0,158,158,0
the_gross_clinic,1,0,0,1,1,0
equivalence_principle,27,0,0,27,27,0
two-dimensional_nuclear_magnetic_resonance_spectroscopy,38,0,0,38,38,0
azimuth,1,0,0,1,1,0
sign_of_the_cross,22,0,0,22,21,1
refractive_index,136,0,0,136,134,2
zhou_dynasty,11,3,0,8,10,1
forseti,1,0,0,1,1,0
hokkaido,10,0,0,10,10,0
beta_decay,209,9,131,69,196,13
robert_mapplethorpe,4,0,0,4,4,0
church_of_the_holy_sepulchre,22,0,0,22,21,1
euthyphro,6,0,0,6,6,0
vistula,24,0,0,24,24,0
samuel_butler_(novelist),145,0,82,63,145,0
cholera,112,0,71,41,112,0
the_bluest_eye,2,0,0,2,2,0
shylock,117,0,103,14,117,0
"john_forbes_nash,_jr.",13,0,0,13,13,0
far_side_of_the_moon,7,0,0,7,7,0
flight_into_egypt,11,0,0,11,11,0
isamu_noguchi,5,0,0,5,5,0
transactional_analysis,48,0,0,48,48,0
thuringia,4,0,0,4,4,0
four_noble_truths,13,0,0,13,13,0
gospel,27,0,0,27,27,0
fugacity,182,0,140,42,182,0
truman_capote,651,0,182,469,622,29
albert_b._fall,68,0,49,19,68,0
civil_disobedience_(thoreau),155,0,153,2,155,0
transpiration,1,0,0,1,1,0
ray_bradbury,260,0,60,200,253,7
henry_cowell,12,0,0,12,12,0
robert_barro,17,0,0,17,16,1
under_milk_wood,4,4,0,0,4,0
tobias_smollett,124,0,93,31,119,5
the_day_of_the_locust,55,0,24,31,54,1
vulcan_(hypothetical_planet),7,0,0,7,7,0
gottlob_frege,16,0,0,16,16,0
battle_of_the_somme,7,7,0,0,7,0
persian_gulf,8,0,0,8,8,0
urea_cycle,97,0,88,9,90,7
hippocampus,148,0,91,57,148,0
arthur_jensen,41,0,0,41,40,1
geography_of_cuba,3,0,0,3,3,0
rostam,6,0,0,6,6,0
critique_of_pure_reason,204,3,92,109,197,7
asthma,19,0,0,19,19,0
the_legend_of_sleepy_hollow,1,1,0,0,1,0
song_dynasty,4,4,0,0,4,0
carpus,4,0,0,4,4,0
thomas_merton,49,0,0,49,49,0
the_glass_bead_game,153,1,117,35,143,10
stanley_cavell,3,0,0,3,3,0
tennessee,13,0,0,13,13,0
appalachian_spring,1,0,0,1,1,0
oneida_community,6,0,0,6,6,0
social_contract,166,3,110,53,160,6
barabbas,4,0,0,4,4,0
discriminant,9,0,0,9,9,0
la_fanciulla_del_west,1,0,0,1,1,0
attitude_(psychology),27,0,0,27,27,0
we_are_seven,2,2,0,0,2,0
kind_of_blue,5,0,0,5,4,1
gospel_of_john,90,4,0,86,89,1
laos,12,0,0,12,12,0
pituitary_gland,84,0,67,17,79,5
ancient_corinth,233,0,109,124,226,7
the_last_judgment_(michelangelo),1,0,0,1,1,0
the_barque_of_dante,1,0,0,1,1,0
bone_marrow,23,2,0,21,23,0
marshall_sahlins,3,0,0,3,3,0
sabines,7,0,0,7,7,0
george_b,15,0,5,10,0,15
ian_paisley,3,0,0,3,3,0
comparator,10,0,0,10,10,0
g_protein,50,3,0,47,44,6
biomass_(ecology),5,0,0,5,5,0
endowment_effect,5,0,0,5,4,1
nash_equilibrium,5,0,0,5,5,0
andromache,7,0,0,7,7,0
popular_sovereignty,3,3,0,0,3,0
the_daughters_of_edward_darley_boit,1,0,0,1,1,0
portugal,482,0,217,265,482,0
beveridge_report,3,3,0,0,3,0
the_man_who_would_be_king,3,3,0,0,3,0
imperialism,19,0,0,19,19,0
piero_della_francesca,5,5,0,0,5,0
the_holocaust,2,2,0,0,2,0
katherine_anne_porter,156,0,113,43,151,5
ecclesiastes,12,0,0,12,12,0
ethylene,85,0,55,30,85,0
defence_mechanisms,13,0,0,13,12,1
toledo_cathedral,26,0,0,26,26,0
sonnets_from_the_portuguese,74,0,47,27,72,2
janus,386,0,180,206,386,0
the_mayor_of_casterbridge,364,3,140,221,344,20
michael_haydn,1,0,0,1,1,0
ernst_mayr,15,0,0,15,15,0
neutron,222,0,86,136,222,0
council_of_chalcedon,110,0,55,55,103,7
barbara_mcclintock,41,0,0,41,39,2
humber,2,0,0,2,2,0
prague,9,0,0,9,9,0
eugene_onegin_(opera),4,0,0,4,4,0
cumberland_river,7,0,0,7,7,0
casimir_effect,200,0,108,92,190,10
mordred,4,0,0,4,4,0
margaret_thatcher,304,2,117,185,294,10
hyperventilation,8,0,0,8,8,0
tay-sachs_disease,33,0,0,33,33,0
the_heart_of_the_matter,3,3,0,0,3,0
anne_bradstreet,360,0,208,152,345,15
gilles_deleuze,73,0,0,73,68,5
howl,221,0,147,74,221,0
speak_no_evil,1,0,0,1,0,1
azeotrope,21,0,0,21,21,0
raney_nickel,20,0,0,20,19,1
great_expectations,260,0,78,182,247,13
manhattan_(film),3,0,0,3,3,0
alkali_metal,174,1,0,173,168,6
sparta,205,0,103,102,205,0
cud,1,0,0,1,1,0
easter,78,0,0,78,78,0
mount_kilimanjaro,1,0,0,1,1,0
george_meany,3,3,0,0,3,0
zoroaster,105,0,0,105,105,0
lewis_terman,2,0,0,2,2,0
autonomous_region_of_bougainville,1,0,0,1,1,0
the_portrait_of_a_lady,229,4,135,90,223,6
flux,34,0,0,34,34,0
protagoras,18,0,0,18,18,0
walrus,13,0,0,13,13,0
south_china_sea,2,0,0,2,1,1
bowling_alone,2,0,0,2,2,0
triceratops,13,0,0,13,13,0
vienna_standard_mean_ocean_water,1,0,0,1,1,0
edgar_degas,3,0,0,3,3,0
summa_theologica,38,0,0,38,38,0
nicaragua,38,0,0,38,38,0
henrik_ibsen,281,11,256,14,272,9
toyotomi_hideyoshi,113,0,70,43,107,6
the_descent_from_the_cross_(van_der_weyden),2,0,0,2,2,0
petrified_forest_national_park,19,0,0,19,19,0
nuclear_magnetic_resonance,339,0,139,200,330,9
andromeda_(mythology),93,0,21,72,93,0
metamorphoses,25,0,0,25,25,0
a_connecticut_yankee_in_king_arthur,13,0,7,6,0,13
phobos_(moon),12,0,0,12,12,0
black_star_line,3,3,0,0,2,1
critical_mass,27,0,0,27,27,0
spellbound_(1945_film),5,0,0,5,5,0
first_crusade,327,0,123,204,314,13
bleeding_kansas,1,1,0,0,1,0
maxwell's_equations,95,0,0,95,95,0
empire_state_building,17,0,0,17,17,0
diwali,305,0,155,150,305,0
battle_of_blenheim,228,0,107,121,220,8
bernardo_o,4,0,3,1,0,4
yalu_river,8,0,0,8,8,0
jet_stream,13,0,0,13,11,2
bankruptcy,6,0,0,6,6,0
waiting_for_godot,1,1,0,0,1,0
septuagint,26,0,0,26,26,0
kokopelli,7,0,0,7,7,0
oliver_cromwell,385,4,112,269,371,14
salmon_p._chase,134,0,104,30,134,0
paul_cezanne,5,0,0,5,5,0
bathsheba,22,0,0,22,22,0
treaty_of_tordesillas,117,0,91,26,112,5
grammatical_gender,8,0,0,8,8,0
lena_river,14,0,0,14,14,0
the_song_of_roland,5,5,0,0,5,0
boiling_point,35,6,0,29,35,0
brewster's_angle,6,0,0,6,6,0
des_moines_river,4,0,0,4,4,0
ketone,99,0,60,39,99,0
alvar_aalto,5,0,0,5,5,0
twyla_tharp,1,0,0,1,1,0
salton_sea,8,0,0,8,8,0
the_naked_and_the_dead,1,1,0,0,1,0
lake_eyre,6,0,0,6,6,0
slit_experiment,3,0,0,3,0,3
psychoanalysis,170,0,0,170,170,0
volga_river,16,0,0,16,16,0
babylonian_captivity,17,1,0,16,16,1
beta_sheet,16,0,0,16,15,1
wave_function,60,0,0,60,55,5
david_hockney,1,0,0,1,1,0
book_of_leviticus,27,0,0,27,26,1
voltaire,77,0,0,77,77,0
s_disease,16,0,0,16,0,16
sacco_and_vanzetti,4,4,0,0,3,1
white_lotus_rebellion,1,0,0,1,1,0
baron_samedi,3,0,0,3,3,0
efficient-market_hypothesis,25,0,0,25,25,0
django_reinhardt,1,0,0,1,1,0
the_birth_of_venus_(botticelli),4,0,0,4,4,0
top_quark,18,0,0,18,17,1
amidah,72,0,0,72,72,0
ariadne,36,0,0,36,36,0
great_slave_lake,1,0,0,1,1,0
maldives,34,0,0,34,34,0
henri_becquerel,3,0,0,3,3,0
socrates,90,0,0,90,90,0
uterus,25,0,0,25,25,0
savitri_and_satyavan,8,0,0,8,8,0
jason,208,0,0,208,208,0
peace_of_westphalia,195,0,176,19,188,7
sigmund,19,0,0,19,19,0
an_enquiry_concerning_human_understanding,157,3,100,54,154,3
lorenzo_ghiberti,1,0,0,1,1,0
minnesota_multiphasic_personality_inventory,12,0,0,12,11,1
tabula_rasa,14,3,0,11,14,0
"string_quartets,_op._76_(haydn)",3,0,0,3,3,0
raoult's_law,26,0,0,26,26,0
puranas,18,0,0,18,18,0
cortisone,6,0,0,6,6,0
stonehenge,97,0,81,16,97,0
stephen_jay_gould,80,0,0,80,77,3
geraldine_ferraro,1,1,0,0,1,0
parasympathetic_nervous_system,37,0,0,37,37,0
sampo_(film),6,0,0,6,6,0
theodor_w,12,0,0,12,0,12
edward_b._titchener,9,0,0,9,9,0
king_of_jerusalem,1,1,0,0,1,0
kronecker_delta,1,0,0,1,1,0
naguib_mahfouz,309,0,190,119,291,18
niobe,262,0,224,38,262,0
yellowstone_national_park,40,0,0,40,39,1
the_firebird,2,0,0,2,2,0
edward_c._tolman,11,0,0,11,11,0
antigen,12,0,0,12,12,0
mural,4,0,0,4,4,0
malleus_maleficarum,3,0,0,3,3,0
ishtar,240,0,193,47,240,0
hubbard_model,30,0,0,30,27,3
utopia_(book),42,0,25,17,42,0
william_walker_,4,0,2,2,0,4
elisa,36,0,0,36,36,0
the_prince_and_the_pauper,181,1,142,38,174,7
chicago,12,0,0,12,12,0
joseph_mccarthy,233,0,80,153,226,7
rayleigh_scattering,16,3,0,13,16,0
lambda_phage,36,0,0,36,35,1
salvador_allende,240,0,113,127,233,7
photoelectric_effect,325,0,160,165,313,12
cogito_ergo_sum,5,0,0,5,5,0
war_of_the_spanish_succession,449,1,241,207,433,16
golan_heights,15,0,0,15,13,2
alhambra,3,0,0,3,3,0
witness_for_the_prosecution_(1957_film),2,0,0,2,2,0
kitchen_cabinet,93,0,71,22,92,1
frederick_delius,4,0,0,4,4,0
conduction_aphasia,4,0,0,4,4,0
gravitational_microlensing,32,0,0,32,32,0
cern,2,0,0,2,2,0
tantalus,279,0,219,60,279,0
alaska,28,0,0,28,28,0
mourning_becomes_electra,235,0,184,51,227,8
polyphemus,54,0,0,54,54,0
waiting_for_the_barbarians,4,3,0,1,4,0
the_theory_of_the_leisure_class,92,2,68,22,86,6
meriwether_lewis,2,2,0,0,2,0
strait_of_hormuz,2,0,0,2,2,0
adenosine_triphosphate,281,0,110,171,265,16
talos,6,0,0,6,6,0
lima,17,0,0,17,17,0
cretaceous,7,0,0,7,7,0
lucius_vorenus_,1,0,0,1,0,1
asteroid,18,0,0,18,18,0
the_bells_(symphony),2,0,0,2,2,0
thelonious_monk,2,0,0,2,2,0
ben_jonson,437,6,163,268,425,12
indifference_curve,38,0,30,8,35,3
karen_horney,22,0,0,22,21,1
orestes,55,0,0,55,55,0
zora_neale_hurston,287,3,140,144,272,15
maurice_ravel,19,0,0,19,19,0
basal-cell_carcinoma,9,0,0,9,9,0
armadillo,4,0,0,4,4,0
charles_wilkes,6,6,0,0,6,0
trail_of_tears,1,1,0,0,1,0
glyoxylate_cycle,27,0,0,27,27,0
gibberellin,58,0,0,58,58,0
gabriel,9,0,0,9,9,0
puntland,3,0,0,3,3,0
double-slit_experiment,75,0,0,75,75,0
manfred_symphony,1,0,0,1,1,0
kappa_(folklore),12,0,0,12,12,0
dispersion_(optics),10,0,0,10,10,0
provisions_of_oxford,87,0,61,26,80,7
boris_pasternak,393,0,122,271,372,21
lysine,10,0,0,10,10,0
chymotrypsin,13,0,0,13,13,0
asbestos,16,0,0,16,16,0
lagrangian_mechanics,59,0,0,59,58,1
nathan_bedford_forrest,5,5,0,0,5,0
mona_lisa,6,0,0,6,6,0
leukemia,40,0,0,40,40,0
the_white_goddess,11,1,0,10,10,1
ralph_vaughan_williams,4,2,0,2,4,0
vaslav_nijinsky,12,0,0,12,12,0
carbon_tetrachloride,1,0,0,1,1,0
dominica,20,0,0,20,20,0
native_son,724,0,365,359,702,22
solon,159,0,88,71,159,0
alvin_toffler,4,0,0,4,4,0
the_spanish_tragedy,212,4,76,132,205,7
nestor_(mythology),19,0,0,19,19,0
gioachino_rossini,4,0,0,4,3,1
don_giovanni,9,0,0,9,8,1
johannes_brahms,4,0,0,4,3,1
transit_of_venus,3,0,0,3,3,0
gustav_klimt,5,0,0,5,5,0
theseus,729,0,333,396,729,0
lillian_hellman,27,1,0,26,26,1
borders_of_suriname,3,0,0,3,3,0
herod_the_great,1,1,0,0,0,1
bernardo_o'higgins,102,0,44,58,102,0
hyperion_(moon),5,0,0,5,5,0
rosalind_franklin,16,0,0,16,16,0
one_of_ours,2,2,0,0,2,0
sonata,5,0,0,5,5,0
mercury_(planet),35,0,0,35,35,0
dmitry_kabalevsky,1,0,0,1,1,0
vagus_nerve,37,0,0,37,35,2
third_epistle_to_the_corinthians,2,0,0,2,2,0
the_wayward_bus,3,3,0,0,3,0
belgrade,6,0,0,6,6,0
ferromagnetism,174,0,100,74,174,0
jephthah,5,0,0,5,5,0
wassily_leontief,3,0,0,3,3,0
hippopotamus,37,0,0,37,37,0
autoimmunity,23,0,0,23,23,0
the_lottery,212,2,146,64,205,7
grashof_number,17,0,0,17,17,0
cellular_respiration,76,1,0,75,71,5
treaty_of_waitangi,105,0,60,45,102,3
andrew_wyeth,2,0,0,2,2,0
strain_(chemistry),13,0,0,13,13,0
hestia,17,0,0,17,17,0
intelligence_quotient,93,0,0,93,91,2
baron_giddens,1,0,0,1,0,1
g._e._moore,9,0,0,9,9,0
maurice_merleau,1,0,0,1,0,1
the_milkmaid_(vermeer),7,0,0,7,7,0
erie_canal,83,0,24,59,81,2
mean_free_path,12,0,0,12,12,0
hyperinflation,16,0,0,16,16,0
alkyne,56,0,0,56,56,0
rho_meson,2,0,0,2,2,0
platte_river,19,0,0,19,19,0
el_dorado,25,3,0,22,24,1
lake_baikal,11,0,0,11,11,0
geomagnetic_reversal,6,0,0,6,6,0
richard_morris_hunt,5,0,0,5,5,0
valles_marineris,8,0,0,8,8,0
william_golding,226,0,147,79,218,8
s_travels,8,0,3,5,0,8
triboluminescence,7,0,0,7,7,0
vishnu,281,0,131,150,281,0
south_carolina,2,2,0,0,2,0
symphony_no._1_(mahler),3,0,0,3,3,0
babington_plot,2,2,0,0,2,0
eliminative_materialism,10,0,0,10,9,1
cape_town,27,1,0,26,25,2
herpesviridae,14,0,0,14,14,0
thomas_mann,393,4,234,155,380,13
nino_rota,1,0,0,1,1,0
pericles,119,0,38,81,119,0
jacques_derrida,158,5,0,153,152,6
the_catcher_in_the_rye,316,1,116,199,309,7
michael_oakeshott,32,0,0,32,27,5
sweden,18,0,0,18,18,0
ronald_dworkin,8,0,0,8,8,0
nell_gwynne,4,4,0,0,3,1
tyrosine,35,0,0,35,35,0
fermentation,102,0,54,48,102,0
mario_vargas_llosa,452,5,145,302,433,19
seville,4,0,0,4,4,0
three_dialogues_between_hylas_and_philonous,3,0,0,3,3,0
uganda,18,0,0,18,18,0
apollo_and_daphne,4,0,0,4,4,0
the_republic_,9,0,4,5,0,9
absalom,3,0,0,3,3,0
deucalion,17,0,0,17,17,0
dallas,6,0,0,6,6,0
gustav_mahler,6,0,0,6,6,0
main_street_(novel),174,0,133,41,174,0
arthur_wellesley,19,0,4,15,0,19
kura_river,35,0,0,35,34,1
"alfred,_lord_tennyson",161,0,48,113,161,0
diamagnetism,123,0,101,22,123,0
red_tide,1,0,0,1,1,0
deuterium,96,0,0,96,96,0
van_der_waals_equation_of_state,5,5,0,0,5,0
friedrich_schiller,213,0,122,91,208,5
frederick_winslow_taylor,17,0,0,17,17,0
golden_fleece,6,6,0,0,6,0
metamorphism,5,0,0,5,5,0
andrea_del_verrocchio,2,0,0,2,2,0
marcello_malpighi,14,0,0,14,14,0
plessy_v._ferguson,53,0,24,29,53,0
velociraptor,15,0,0,15,15,0
the_antichrist_(book),61,0,0,61,61,0
edward_jenner,30,0,22,8,30,0
king_arthur,70,5,0,65,68,2
binding_protein,6,6,0,0,6,0
albertus_magnus,24,0,0,24,23,1
frank_lloyd_wright,28,1,0,27,27,1
starch,20,0,0,20,20,0
astigmatism,5,0,0,5,5,0
kazakhstan,13,0,0,13,13,0
book_of_common_prayer,47,0,0,47,45,2
stainless_steel,2,0,0,2,2,0
a_treatise_of_human_nature,123,5,0,118,121,2
equatorial_guinea,14,4,0,10,14,0
krypton,9,0,0,9,9,0
marcus_licinius_crassus,117,0,68,49,111,6
lake_geneva,6,0,0,6,6,0
v(d)j_recombination,15,0,0,15,15,0
immunity_(medical),10,0,0,10,10,0
judith_butler,69,0,0,69,67,2
